120,3,0.0256734
120,4,0.01596912
120,5,0.0267255229
120,7,0.0323667018
120,10,0.01419585
120,11,0.0167802117
120,15,0.0239227335
120,19,0.0254375959
120,20,0.01865325
120,22,0.0207168347
120,24,0.01891488
120,25,0.01500981
120,27,0.0296926024
120,29,0.0252622783
120,31,0.01859511
120,34,0.0231136636
120,1255,0.0165156333
120,2527,0.015
120,2733,0.0085307612
120,3311,0.0238115325
120,3312,0.01289664
120,3313,0.0198645
120,3314,0.01921527
120,3315,0.025052071
120,3316,0.0292224925
120,3754,0.0073385006
120,4017,0.015
120,4064,0.015
120,4121,0.024865748
120,4206,0.015
120,4285,0.0085668592
120,4286,0.015
120,4287,0.0127356165
120,5205,0.0158273823
120,5687,0.015
120,6010,0.00702525
120,6232,0.006942571
120,6291,0.0050709592
120,6386,0.006942571
120,6558,0.0043719768
120,6664,0.006942571
120,6889,0.0049227022
120,6981,0.0064225688
120,7421,0.0085241496
120,7777,0.0236682133
120,8468,0.015
120,8700,0.015
120,8933,0.0189072509
120,9102,0.0102714
120,9227,0.015
120,9346,0.0122403111
120,9356,0.0324412283
120,9472,0.0282573679
122,38,0.029578412
122,39,0.0241277308
122,42,0.026267338
122,43,0.0216724554
122,45,0.0147477759
122,47,0.0180356297
122,49,0.0207492871
122,50,0.0258276834
122,2527,0.0099196966
122,2698,0.0089140885
122,2993,0.0163127142
122,3316,0.0212568183
122,3320,0.01691874
122,3321,0.0189159551
122,3454,0.0170619019
122,4017,0.0081700537
122,4053,0.0193833988
122,4064,0.0050686357
122,4112,0.0101040029
122,4206,0.0126940787
122,4285,0.0060078
122,4286,0.011625743
122,4287,0.015
122,4976,0.0176882882
122,5687,0.0060078
122,6010,0.00325584
122,6232,0.0071146034
122,6290,0.0066791891
122,6386,0.0045091212
122,6558,0.0049899109
122,6561,0.015
122,6664,0.0044889413
122,6889,0.0045160448
122,6981,0.00454002
122,7421,0.0265375621
122,7778,0.0088747079
122,8299,0.0091741145
122,8468,0.0170243059
122,8700,0.016928051
122,8733,0.015
122,9102,0.0095406684
122,9227,0.015
122,9247,0.0098754744
122,9827,0.0186667029
124,53,0.032571637
124,58,0.0261803383
124,61,0.0176109771
124,62,0.0273074367
124,64,0.0212262
124,68,0.0163035025
124,69,0.0311981941
124,2699,0.0095661114
124,3037,0.0664230273
124,3331,0.0243685515
124,3332,0.01845945
124,3454,0.0099534168
124,3521,0.0203605311
124,4058,0.0053503499
124,4285,0.00748068
124,4721,0.0172400498
124,5660,0.015
124,6184,0.0049286325
124,6232,0.0079367053
124,6289,0.0087149447
124,6390,0.0091232774
124,6664,0.00546516
124,6981,0.0091282193
124,7188,0.0173449618
124,7229,0.0276182857
124,7421,0.0706351704
124,9102,0.00993225
124,9450,0.0099923464
126,36,0.0307465294
126,37,0.0266297551
126,313,0.015
126,2633,0.015
126,2899,0.0115009938
126,3370,0.0114171219
126,3454,0.015
126,3849,0.0274274114
126,4017,0.015
126,4018,0.0076013361
126,4052,0.0145952797
126,4084,0.0106539818
126,4673,0.0237504407
126,6101,0.0095723263
126,6232,0.0053190893
126,6387,0.0054244955
126,6558,0.005317535
126,6664,0.0053100219
126,6889,0.0055411872
126,6981,0.0053099355
126,7103,0.0096021019
126,7265,0.0700356081
126,7421,0.0103528381
126,7755,0.0546224233
126,8451,0.00244188
126,8700,0.0176564757
126,8942,0.0090889807
126,9102,0.0085013451
126,9450,0.015
126,9748,0.0053089006
128,35,0.0162850286
128,313,0.00626943
128,334,0.0092688562
128,2633,0.00626943
128,2666,0.0073166138
128,2899,0.011424
128,3038,0.00626943
128,3202,0.00626943
128,3203,0.0090396653
128,3370,0.0152354135
128,3574,0.00626943
128,4018,0.0121222593
128,4052,0.0113850223
128,4084,0.0124142543
128,4151,0.00626943
128,4536,0.0106905489
128,4673,0.0102202066
128,6010,0.00449616
128,6083,0.0087294458
128,6101,0.010471815
128,6168,0.0099927054
128,6232,0.0061551114
128,6387,0.0057922828
128,6521,0.00449616
128,6529,0.0057230462
128,6558,0.005725103
128,6664,0.0065581571
128,6832,0.0042377054
128,6889,0.0058072461
128,7031,0.0087185736
128,7135,0.010929494
128,7199,0.0100134664
128,7229,0.0233930164
128,7265,0.0273534173
128,7389,0.0039856191
128,7421,0.0103212291
128,7547,0.00626943
128,7619,0.010168433
128,7641,0.0067947627
128,7755,0.019281475
128,8345,0.0143721989
128,8468,0.0094789533
128,8700,0.0180448196
128,8924,0.0112121662
128,8942,0.0140076167
128,9102,0.0081800897
130,2733,0.015
130,2994,0.0179071228
130,3123,0.015
130,3460,0.0099200706
130,4016,0.0091190383
130,4029,0.0155846077
130,4054,0.0228027174
130,4121,0.015
130,4159,0.0078887288
130,4287,0.015
130,4357,0.00344964
130,4580,0.0079134383
130,4957,0.0098976754
130,6232,0.0085697129
130,6291,0.015
130,6389,0.0067861927
130,6539,0.00074613
130,6558,0.0074483192
130,6561,0.015
130,6630,0.0076324875
130,6664,0.0055981104
130,6889,0.006471862
130,7231,0.0151469288
130,7351,0.0099947523
130,7421,0.011668779
130,7755,0.0186048
130,8700,0.0179525459
130,8740,0.00344964
130,8778,0.0113423317
130,9102,0.0072219754
130,9248,0.010324378
132,59,0.00318801
132,321,0.00919581
132,626,0.0167718045
132,1215,0.0122133622
132,1376,0.0086816169
132,1606,0.00654075
132,1943,0.00654075
132,2137,0.016541764
132,2612,0.0063259299
132,2632,0.00654075
132,2641,0.00654075
132,2709,0.0060008416
132,3493,0.0110109253
132,3722,0.0080225584
132,3724,0.0149296061
132,3746,0.0162544776
132,3817,0.0352766687
132,3863,0.015
132,3864,0.0068410877
132,3868,0.0241264286
132,4006,0.0077686411
132,4152,0.0081870607
132,4274,0.00654075
132,4276,0.00318801
132,4579,0.00318801
132,4580,0.00654075
132,4593,0.0102446066
132,4667,0.0091359684
132,4800,0.0068797934
132,4830,0.0086758065
132,4950,0.0189396062
132,4977,0.0173134933
132,4998,0.00318801
132,5222,0.015
132,6010,0.00318801
132,6036,0.00318801
132,6232,0.0078487764
132,6376,0.00318801
132,6521,0.0042531146
132,6622,0.0042599834
132,6630,0.0057513916
132,6664,0.0042522788
132,6734,0.00318801
132,6800,0.0042628638
132,6801,0.00318801
132,6830,0.00318801
132,6871,0.00318801
132,6877,0.00318801
132,6918,0.00318801
132,6919,0.00318801
132,6943,0.0043846356
132,6959,0.0042568668
132,7059,0.0109162714
132,7126,0.0479294594
132,7133,0.0148726868
132,7140,0.0096576248
132,7178,0.0101018521
132,7197,0.00654075
132,7229,0.0217856727
132,7230,0.006803787
132,7316,0.015
132,7343,0.0116231956
132,7353,0.0091424081
132,7389,0.00318801
132,7421,0.0192700612
132,7430,0.0095034634
132,7570,0.015
132,7650,0.0094858293
132,7766,0.0103844953
132,8340,0.0084867927
132,8526,0.0038018793
132,8667,0.016431777
132,8700,0.0165629048
132,8937,0.0120750817
132,9104,0.00654075
132,9349,0.00318801
132,9748,0.0047790284
132,9841,0.015
133,96,0.0131577803
133,100,0.01069054
133,104,0.0182815377
133,128,0.0082081761
