120,0003,0.029900
120,0004,0.022400
120,0005,0.029900
120,0007,0.029900
120,0010,0.018500
120,0011,0.022400
120,0015,0.029900
120,0019,0.029900
120,0020,0.029900
120,0022,0.029900
120,0024,0.021300
120,0025,0.021700
120,0027,0.029900
120,0029,0.029900
120,0031,0.031500
120,0034,0.021100
120,038F,0.005100
120,055F,0.006200
120,1255,0.011800
120,174A,0.006700
120,2733,0.010900
120,313C,0.011000
120,3311,0.014700
120,3312,0.023200
120,3313,0.023600
120,3314,0.029900
120,3315,0.029900
120,3316,0.023600
120,3754,0.021800
120,4036,0.003000
120,4121,0.014400
120,414E,0.007000
120,4285,0.013800
120,4287,0.012800
120,501D,0.050000
120,5111,0.009700
120,5205,0.025300
120,6010,0.005100
120,6232,0.005200
120,6291,0.005000
120,6386,0.005100
120,6558,0.029900
120,6664,0.004700
120,6889,0.005800
120,6981,0.003800
120,7421,0.020700
120,7777,0.017600
120,805C,0.010600
120,805E,0.008700
120,8933,0.020700
120,9102,0.006200
120,9346,0.017100
120,9356,0.017200
120,9472,0.029900
122,0038,0.018400
122,0039,0.015400
122,0042,0.018000
122,0043,0.015400
122,0045,0.015400
122,0047,0.014100
122,0049,0.019300
122,0050,0.015400
122,033D,0.006900
122,2527,0.011700
122,2698,0.009800
122,314C,0.005000
122,3316,0.017400
122,3320,0.018400
122,3321,0.009400
122,3454,0.015300
122,4017,0.008300
122,4036,0.003000
122,4053,0.010900
122,4064,0.004600
122,4112,0.010300
122,4206,0.009800
122,4285,0.009000
122,4286,0.011300
122,4976,0.010400
122,5113,0.008300
122,5562,0.003000
122,6010,0.010700
122,6232,0.004600
122,6290,0.004600
122,6386,0.004600
122,651D,0.004400
122,6558,0.009600
122,6664,0.004500
122,6889,0.004800
122,6981,0.005700
122,7421,0.009700
122,7778,0.006300
122,8299,0.011000
122,8468,0.010500
122,853C,0.133300
122,8700,0.009900
122,9102,0.005800
122,9247,0.009500
122,9827,0.010100
122,996E,0.050000
124,0053,0.026500
124,0058,0.062300
124,0061,0.062300
124,0062,0.025100
124,0064,0.015200
124,0068,0.024400
124,0069,0.062300
124,086D,0.011000
124,263E,0.006900
124,2699,0.062200
124,3037,0.011900
124,3331,0.011500
124,3332,0.011500
124,3454,0.017800
124,3521,0.010700
124,4036,0.003000
124,4058,0.006800
124,4285,0.021200
124,4721,0.007300
124,4822,0.022800
124,5115,0.009400
124,6232,0.005700
124,6289,0.004800
124,6390,0.004800
124,6981,0.006600
124,7188,0.013300
124,7229,0.011800
124,7421,0.013300
124,9102,0.006100
124,9450,0.017100
126,0036,0.016300
126,0037,0.016300
126,134F,0.003000
126,2899,0.016300
126,293C,0.007900
126,3038,0.016900
126,316E,0.008100
126,3370,0.016300
126,3849,0.016300
126,4018,0.008700
126,4036,0.003000
126,4052,0.010800
126,4084,0.016300
126,4285,0.012300
126,4673,0.016100
126,6010,0.016900
126,6101,0.011500
126,6232,0.004200
